Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,EmployeeID
Bachelors,2018,Bangalore,3,40,Male,Yes,3,1,3782
Bachelors,2012,Bangalore,3,41,Male,No,3,0,3497
Bachelors,2016,Bangalore,3,26,Male,No,4,0,570
Bachelors,2012,Bangalore,3,27,Male,No,5,0,2072
Bachelors,2015,Bangalore,3,37,Female,No,5,0,3503
Bachelors,2012,Bangalore,3,29,Male,No,2,1,2636
Masters,2018,New Delhi,3,27,Female,Yes,5,1,4485
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1366
Bachelors,2015,Bangalore,3,33,Male,Yes,4,0,4653
PHD,2014,New Delhi,2,27,Female,No,5,0,2244
Bachelors,2016,Pune,3,29,Male,No,2,0,2265
Bachelors,2014,Bangalore,1,26,Male,No,4,1,2630
Bachelors,2013,Pune,3,25,Male,No,3,0,652
Bachelors,2016,Bangalore,3,26,Male,No,4,0,987
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,719
Bachelors,2016,Pune,1,25,Female,No,3,1,772
Bachelors,2015,Pune,3,24,Male,No,2,0,655
Masters,2017,New Delhi,2,30,Male,Yes,2,0,2328
Bachelors,2014,Bangalore,3,36,Male,No,4,0,3160
Bachelors,2015,New Delhi,3,22,Male,No,0,0,4120
Bachelors,2017,New Delhi,2,25,Male,No,3,0,1208
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,2570
Masters,2017,New Delhi,3,39,Female,No,5,1,3295
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,2304
Bachelors,2017,Bangalore,3,40,Female,No,5,0,3595
Masters,2016,New Delhi,3,25,Female,No,3,1,187
Bachelors,2016,Bangalore,3,26,Male,No,4,0,2393
Bachelors,2015,Pune,3,24,Male,No,2,0,1372
Bachelors,2016,New Delhi,3,24,Female,No,2,0,516
Masters,2017,New Delhi,2,28,Female,No,2,0,1716
Bachelors,2017,Bangalore,3,28,Female,No,2,0,321
Bachelors,2017,Pune,3,33,Male,No,4,0,4231
Masters,2017,Pune,3,27,Female,No,5,1,1800
Bachelors,2018,Bangalore,3,32,Male,Yes,0,1,4103
Masters,2012,New Delhi,3,24,Male,No,2,0,1148
Masters,2016,Pune,3,29,Male,No,2,0,2198
Bachelors,2012,Bangalore,3,39,Female,No,3,0,4397
Bachelors,2014,Bangalore,1,39,Male,No,5,0,3147
Bachelors,2013,Pune,1,23,Female,No,1,1,4543
Bachelors,2015,Pune,2,25,Female,No,3,1,784
Bachelors,2012,Pune,3,29,Male,No,5,0,2804
Bachelors,2017,New Delhi,2,24,Female,No,2,1,1874
Masters,2017,New Delhi,2,26,Male,No,4,1,2917
Bachelors,2014,Bangalore,3,24,Female,No,2,0,1607
Bachelors,2015,Bangalore,1,36,Male,No,1,0,3842
Bachelors,2015,New Delhi,3,38,Female,No,0,0,3260
Masters,2013,Bangalore,1,25,Male,No,3,1,149
Bachelors,2015,Bangalore,3,25,Male,No,3,0,1338
Bachelors,2012,Pune,2,27,Female,No,5,1,1533
Bachelors,2012,Bangalore,3,37,Male,No,0,0,21
Bachelors,2016,Bangalore,3,34,Male,No,4,0,3504
Bachelors,2014,Pune,1,26,Female,No,4,1,2258
Bachelors,2015,Bangalore,3,24,Female,No,2,0,748
Bachelors,2013,Bangalore,3,27,Male,No,5,0,387
Masters,2017,New Delhi,2,36,Male,No,3,0,3496
Bachelors,2012,Bangalore,3,36,Male,No,1,1,3517
Bachelors,2017,Bangalore,3,23,Male,No,1,0,4564
Bachelors,2012,New Delhi,3,26,Female,No,4,0,2213
Bachelors,2017,Pune,2,27,Female,No,5,1,112
Bachelors,2014,Pune,3,28,Male,Yes,4,0,4275
Bachelors,2015,Bangalore,3,36,Male,No,1,0,4304
Bachelors,2012,Bangalore,3,39,Female,No,3,0,4397
Masters,2017,Pune,3,31,Male,No,3,1,3325
Bachelors,2014,Pune,3,31,Male,Yes,1,0,3002
Masters,2017,New Delhi,2,29,Female,No,2,1,2030
Masters,2013,New Delhi,3,30,Male,No,0,1,2851
Masters,2013,New Delhi,3,26,Male,No,4,1,2021
Bachelors,2014,Pune,3,29,Female,No,1,1,2820
Masters,2014,Pune,3,40,Male,No,4,1,3218
Bachelors,2018,Pune,3,28,Female,No,5,1,2628
Bachelors,2017,Pune,2,25,Male,No,3,0,256
Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,2691
Bachelors,2018,Bangalore,1,27,Male,No,5,0,596
Bachelors,2014,Bangalore,3,29,Female,No,2,0,2960
Bachelors,2014,New Delhi,3,28,Male,No,5,0,1269
Bachelors,2012,Bangalore,3,38,Male,No,7,1,3979
Masters,2017,New Delhi,2,34,Female,No,2,1,3194
Bachelors,2017,New Delhi,2,30,Male,No,4,0,2872
PHD,2016,New Delhi,3,33,Male,No,0,1,4262
Bachelors,2015,Pune,2,29,Female,Yes,1,1,2389
Bachelors,2017,New Delhi,3,25,Female,No,3,0,1709
Bachelors,2015,Bangalore,3,28,Male,No,2,0,2044
Bachelors,2014,Pune,1,28,Female,No,3,1,1786
Bachelors,2014,Bangalore,3,38,Female,No,4,0,3555
Bachelors,2015,Bangalore,3,41,Male,No,4,0,3921
Bachelors,2012,Bangalore,3,29,Male,Yes,2,0,2900
Bachelors,2016,Bangalore,3,33,Female,No,4,0,4089
Bachelors,2014,Bangalore,3,25,Male,No,3,0,202
Bachelors,2012,Bangalore,3,38,Female,No,5,0,3760
Bachelors,2016,Pune,3,24,Male,No,2,0,492
Bachelors,2016,Bangalore,3,22,Male,No,0,0,4226
Bachelors,2017,New Delhi,2,41,Female,No,0,0,3899
Bachelors,2012,Pune,3,41,Female,No,1,0,3843
Bachelors,2012,Bangalore,1,38,Female,No,1,0,3766
Bachelors,2013,Bangalore,3,36,Male,No,4,0,3023
Bachelors,2012,Bangalore,3,27,Male,No,5,1,1728
Bachelors,2014,Pune,2,29,Female,No,1,1,2614
Bachelors,2015,Bangalore,3,29,Male,No,2,1,4149
Bachelors,2013,Bangalore,3,30,Male,Yes,0,0,2763
Bachelors,2017,Pune,2,26,Female,No,4,1,2027
Bachelors,2014,Pune,1,22,Female,No,0,1,4573
Bachelors,2017,Pune,3,28,Male,No,3,0,4568
Bachelors,2015,Pune,3,40,Female,Yes,2,1,3564
Bachelors,2012,Bangalore,3,28,Male,No,3,0,931
Bachelors,2015,New Delhi,3,28,Female,Yes,1,0,2091
Masters,2016,Bangalore,3,26,Female,No,4,1,989
Bachelors,2017,Bangalore,3,27,Female,No,5,0,1236
Bachelors,2014,Pune,3,34,Female,No,2,1,3374
Masters,2013,Pune,3,37,Male,No,2,0,3154
Masters,2015,Pune,2,27,Female,No,5,0,2864
Bachelors,2013,Bangalore,3,28,Male,Yes,1,0,2170
Bachelors,2016,Bangalore,3,24,Male,No,2,0,511
Bachelors,2015,Bangalore,3,28,Male,No,0,0,1298
Bachelors,2015,New Delhi,3,28,Female,No,4,0,2534
Bachelors,2012,Pune,3,25,Female,No,3,1,4631
Bachelors,2016,Pune,3,26,Male,No,4,0,1995
Masters,2014,New Delhi,3,26,Male,No,4,0,1972
Bachelors,2015,Bangalore,3,25,Male,No,3,1,753
Bachelors,2013,New Delhi,3,29,Female,No,1,1,2037
Bachelors,2013,Bangalore,3,28,Male,No,5,0,4455
Bachelors,2014,New Delhi,3,28,Female,No,3,0,2676
Bachelors,2017,Bangalore,3,25,Male,No,3,0,1014
Masters,2014,Pune,2,33,Female,No,5,0,3230
Masters,2017,Bangalore,2,40,Female,Yes,2,0,3505
Bachelors,2016,Pune,3,29,Male,No,5,0,2595
Bachelors,2013,Pune,2,28,Female,No,3,1,4539
Bachelors,2016,Pune,2,27,Female,No,5,1,1615
PHD,2012,New Delhi,3,29,Male,No,5,0,2594
Bachelors,2013,Pune,2,27,Male,No,5,1,2430
Bachelors,2016,Bangalore,3,24,Male,No,2,0,720
Masters,2017,New Delhi,2,29,Female,No,2,0,2525
Bachelors,2012,Bangalore,3,28,Male,No,3,0,746
Bachelors,2018,Bangalore,3,37,Male,No,5,1,3872
Masters,2018,New Delhi,3,25,Male,No,3,1,532
Bachelors,2015,Bangalore,3,25,Female,No,3,0,1875
Masters,2013,Pune,2,27,Male,No,5,1,208
Bachelors,2017,New Delhi,2,40,Female,No,5,0,4356
Bachelors,2013,Bangalore,3,24,Male,No,2,0,984
Bachelors,2013,Bangalore,3,36,Female,No,0,1,4595
Bachelors,2018,New Delhi,3,27,Female,No,5,1,4597
Masters,2017,Pune,2,29,Female,No,2,0,2074
Bachelors,2014,Bangalore,3,36,Female,No,0,0,3823
PHD,2013,Bangalore,3,27,Male,No,5,0,2710
Bachelors,2015,Pune,2,28,Female,No,2,1,4436
Bachelors,2017,Pune,2,33,Male,No,3,0,3711
Masters,2015,Bangalore,3,32,Female,No,2,1,3183
Bachelors,2016,Bangalore,3,28,Male,Yes,3,0,2789
Masters,2017,New Delhi,2,36,Male,No,3,0,3496
Bachelors,2017,New Delhi,2,34,Male,No,2,0,3857
Bachelors,2012,Bangalore,3,26,Male,No,4,0,2424
Bachelors,2017,Bangalore,3,33,Female,No,4,1,3835
Bachelors,2013,Pune,3,32,Male,No,4,0,59
Bachelors,2012,Bangalore,3,25,Male,No,3,0,4475
Bachelors,2015,New Delhi,3,25,Male,No,3,0,1814
Bachelors,2015,Bangalore,3,27,Male,Yes,5,0,24
Bachelors,2014,Pune,3,27,Male,No,5,0,1597
Masters,2015,New Delhi,3,28,Female,No,2,0,2014
Bachelors,2017,Bangalore,2,38,Female,No,5,1,3429
Bachelors,2014,Pune,2,35,Male,No,2,1,3134
Bachelors,2015,Pune,3,27,Male,No,5,0,2714
Bachelors,2013,Pune,3,36,Male,No,3,0,3947
Bachelors,2014,Bangalore,3,31,Male,No,1,0,3332
Bachelors,2017,Bangalore,3,28,Male,No,2,0,1055
Bachelors,2014,Bangalore,3,39,Male,No,0,0,4494
Bachelors,2017,Bangalore,3,26,Female,No,4,0,705
Bachelors,2017,New Delhi,3,26,Male,No,4,0,558
Bachelors,2015,Pune,3,32,Female,No,3,1,3885
Bachelors,2017,New Delhi,2,25,Male,No,3,0,1983
Bachelors,2014,Pune,3,31,Male,No,5,0,3606
Bachelors,2016,Pune,3,27,Female,No,5,1,1637
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,2341
Bachelors,2014,Bangalore,3,28,Male,No,0,0,1754
Bachelors,2013,Bangalore,3,30,Male,No,2,0,2415
Bachelors,2018,Bangalore,3,28,Male,No,2,1,2332
Bachelors,2015,Pune,2,27,Female,No,5,1,954
Bachelors,2015,Bangalore,3,27,Female,No,5,0,1146
Bachelors,2013,Bangalore,3,32,Male,No,5,1,3631
Bachelors,2014,Bangalore,3,39,Male,No,5,0,3283
Masters,2017,New Delhi,2,25,Male,No,3,1,1132
Bachelors,2014,Bangalore,3,35,Female,No,2,1,3043
Bachelors,2012,Bangalore,3,22,Male,No,0,0,3994
Masters,2015,New Delhi,3,26,Male,No,4,1,2232
Bachelors,2017,New Delhi,2,25,Male,No,3,0,120
Bachelors,2017,New Delhi,2,26,Female,No,4,0,2967
Bachelors,2018,Pune,3,35,Female,No,0,1,3724
Bachelors,2013,New Delhi,2,24,Female,No,2,1,1904
Bachelors,2014,Bangalore,3,24,Male,No,2,0,899
Bachelors,2017,Bangalore,3,26,Male,No,4,0,674
Bachelors,2015,Pune,2,24,Female,No,2,1,377
Bachelors,2016,Bangalore,3,25,Male,Yes,3,0,785
Bachelors,2014,Pune,3,26,Male,No,4,0,1348
Bachelors,2018,Bangalore,3,28,Male,No,1,1,2053
Bachelors,2015,Pune,2,26,Female,No,4,1,1471
Bachelors,2014,Bangalore,3,24,Male,No,2,0,4567
Bachelors,2017,Bangalore,3,37,Male,No,2,0,4111
Bachelors,2013,Bangalore,3,34,Male,No,5,0,3575
Bachelors,2015,Bangalore,3,38,Male,No,3,1,3602
Bachelors,2015,Bangalore,3,39,Female,No,0,0,4590
Bachelors,2015,Pune,3,39,Female,No,2,1,4425
Bachelors,2015,New Delhi,2,25,Female,No,3,1,1123
Masters,2017,Bangalore,3,28,Female,No,0,1,1980
Masters,2014,New Delhi,1,25,Female,No,3,0,1775
Bachelors,2017,New Delhi,3,26,Male,No,4,0,4407
Masters,2016,Pune,3,29,Male,No,2,0,2198
Bachelors,2012,Pune,3,26,Male,No,4,0,2979
Bachelors,2014,Bangalore,3,38,Male,Yes,5,0,4362
Bachelors,2012,Bangalore,3,27,Female,No,5,0,826
Masters,2012,New Delhi,3,25,Male,No,3,1,1780
Bachelors,2016,Bangalore,3,29,Male,No,2,0,2104
Bachelors,2012,Bangalore,3,25,Male,No,3,0,1685
Bachelors,2016,Bangalore,3,26,Male,No,4,1,1659
Masters,2014,Pune,3,39,Male,No,2,0,3855
Bachelors,2014,Bangalore,3,28,Male,No,3,0,2699
Bachelors,2013,Bangalore,3,40,Male,No,1,0,3324
Bachelors,2015,Bangalore,3,25,Female,No,3,1,694
Bachelors,2012,Bangalore,1,30,Female,No,2,0,2274
Bachelors,2014,Bangalore,3,35,Male,No,0,1,3668
Bachelors,2013,Bangalore,3,38,Male,No,2,0,3888
Bachelors,2015,Bangalore,3,24,Female,No,2,0,1078
Masters,2017,New Delhi,2,31,Female,No,2,0,4015
Bachelors,2016,New Delhi,3,32,Male,No,4,0,3185
Masters,2013,Bangalore,3,30,Male,No,1,1,2775
Bachelors,2016,New Delhi,3,29,Female,Yes,2,0,2765
PHD,2013,Bangalore,2,25,Male,No,3,1,1944
Bachelors,2017,Bangalore,3,26,Female,No,4,0,119
Masters,2017,Bangalore,3,36,Male,No,4,1,4387
Masters,2013,Pune,2,41,Male,No,2,1,3387
Bachelors,2012,Bangalore,3,33,Female,No,5,0,3150
Bachelors,2014,Bangalore,3,41,Male,No,5,0,3627
Bachelors,2015,Pune,3,35,Male,No,3,0,3582
Bachelors,2015,Bangalore,3,31,Male,No,1,0,4008
Masters,2017,New Delhi,2,25,Female,No,3,0,4552
Bachelors,2013,Pune,3,29,Male,No,2,0,2312
Bachelors,2018,New Delhi,3,40,Male,Yes,4,1,3468
Bachelors,2012,Pune,3,26,Male,No,4,0,353
Bachelors,2012,Bangalore,3,36,Female,No,4,0,4643
Bachelors,2017,Pune,3,27,Male,No,5,0,2633
Bachelors,2017,Bangalore,3,28,Male,No,5,0,1973
Masters,2013,Bangalore,1,29,Female,No,2,1,2803
Bachelors,2017,Bangalore,3,29,Male,No,0,0,2915
Masters,2016,New Delhi,3,37,Female,No,5,0,3832
Bachelors,2012,Bangalore,3,36,Male,No,5,0,3675
Masters,2017,Pune,2,30,Male,Yes,2,1,4460
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1958
PHD,2018,Bangalore,3,27,Female,No,5,1,1379
Bachelors,2014,Bangalore,3,28,Female,No,2,0,2057
Masters,2018,New Delhi,3,29,Male,No,2,1,2254
Bachelors,2012,Bangalore,3,25,Female,Yes,3,0,1502
Bachelors,2013,Bangalore,3,36,Male,No,5,1,4042
Masters,2012,New Delhi,3,27,Female,No,5,0,1971
Masters,2013,New Delhi,3,35,Male,No,2,0,3319
Bachelors,2015,Bangalore,3,28,Male,No,2,0,2885
PHD,2013,New Delhi,3,36,Male,No,3,1,3895
Bachelors,2012,Bangalore,3,37,Male,No,3,0,3440
Bachelors,2013,Pune,3,26,Male,No,4,0,864
Bachelors,2017,Bangalore,3,34,Male,No,5,0,4028
Bachelors,2015,Bangalore,3,40,Male,No,0,0,3815
Masters,2012,Bangalore,3,39,Female,No,3,1,3924
Bachelors,2017,Bangalore,3,27,Male,No,5,0,2488
Bachelors,2013,Bangalore,3,27,Male,No,5,0,1815
Bachelors,2012,Bangalore,3,35,Male,No,1,1,3742
Bachelors,2017,Pune,3,26,Male,Yes,4,0,1888
Masters,2017,New Delhi,2,24,Female,Yes,2,1,637
Bachelors,2014,Bangalore,3,34,Male,No,5,0,3450
Masters,2012,New Delhi,3,27,Male,No,5,0,2621
Bachelors,2014,Pune,3,27,Male,Yes,5,0,1854
Bachelors,2014,Pune,2,40,Female,No,0,1,4464
Bachelors,2014,Bangalore,3,34,Male,Yes,3,0,3138
Bachelors,2015,Pune,3,32,Female,No,3,1,3717
Bachelors,2015,Pune,3,32,Male,No,0,0,4274
Bachelors,2016,Bangalore,3,27,Male,No,5,0,423
Bachelors,2017,Bangalore,3,32,Male,No,5,0,3486
Masters,2017,New Delhi,3,41,Male,No,3,1,3928
Bachelors,2013,New Delhi,3,41,Female,No,1,0,3511
Bachelors,2017,Pune,3,41,Female,No,4,1,3705
Bachelors,2018,Bangalore,3,24,Male,No,2,1,183
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,2591
Bachelors,2013,New Delhi,3,36,Female,No,5,0,3126
Bachelors,2012,Pune,1,26,Male,No,4,0,1665
Bachelors,2016,Pune,2,24,Female,No,2,1,483
Bachelors,2017,New Delhi,2,33,Female,No,2,0,3098
Bachelors,2015,Pune,2,27,Male,No,5,0,717
Bachelors,2012,Pune,2,32,Female,No,5,1,3730
Bachelors,2017,Bangalore,3,28,Male,No,2,0,254
Masters,2015,New Delhi,3,24,Female,No,2,1,607
Bachelors,2013,Bangalore,3,28,Male,No,1,0,603
Bachelors,2012,New Delhi,3,32,Male,No,1,1,3702
Bachelors,2017,New Delhi,2,27,Male,No,5,0,2848
Bachelors,2015,Bangalore,3,38,Female,No,2,0,4546
Bachelors,2017,Bangalore,3,25,Female,No,3,0,893
Masters,2017,New Delhi,3,26,Male,No,4,0,1882
Masters,2017,Bangalore,3,26,Male,No,4,0,134
Bachelors,2017,Bangalore,3,39,Male,No,5,0,3969
Masters,2017,New Delhi,2,28,Male,No,3,0,1221
Bachelors,2012,New Delhi,3,27,Female,No,5,1,2940
Bachelors,2017,New Delhi,2,41,Female,No,3,0,3034
Bachelors,2012,Bangalore,3,25,Male,No,3,0,1076
Bachelors,2014,Bangalore,3,28,Male,No,4,0,1556
Bachelors,2018,Bangalore,3,25,Female,Yes,3,1,1106
Bachelors,2016,Pune,3,27,Female,No,5,1,1637
Masters,2017,New Delhi,2,26,Male,No,4,1,852
Bachelors,2016,Pune,3,24,Male,No,2,0,409
Bachelors,2015,Pune,3,34,Male,Yes,7,0,3986
Bachelors,2015,New Delhi,3,40,Male,No,2,0,3189
Bachelors,2015,Pune,2,39,Female,No,5,1,3859
Bachelors,2016,Pune,3,31,Male,No,1,0,3135
Bachelors,2014,Bangalore,3,28,Male,No,0,0,1754
Bachelors,2016,Pune,3,29,Male,No,2,0,2146
Bachelors,2012,Bangalore,3,38,Female,No,4,1,3417
Bachelors,2016,Bangalore,1,24,Male,No,2,0,1646
Bachelors,2016,Bangalore,3,27,Male,No,5,0,2512
Bachelors,2017,New Delhi,3,27,Male,No,5,0,2702
Bachelors,2015,Bangalore,3,24,Male,No,2,1,862
Masters,2017,New Delhi,3,24,Male,No,2,0,328
PHD,2018,Bangalore,3,27,Male,No,5,1,2849
Bachelors,2014,Pune,3,26,Male,No,4,0,1845
Bachelors,2017,Bangalore,3,28,Male,No,0,0,4419
Bachelors,2017,New Delhi,1,38,Female,No,1,1,3190
Bachelors,2018,Pune,3,25,Female,No,3,1,1446
Masters,2017,New Delhi,3,40,Female,No,1,0,4606
Bachelors,2014,New Delhi,3,38,Female,No,5,0,3269
Bachelors,2016,Bangalore,3,29,Male,No,0,0,3996
Masters,2018,New Delhi,3,25,Male,No,3,1,1858
PHD,2017,New Delhi,3,34,Female,No,3,0,4293
PHD,2012,New Delhi,3,24,Male,No,2,0,741
Bachelors,2018,Bangalore,3,26,Male,No,4,1,1238
Bachelors,2013,New Delhi,1,25,Female,No,3,1,1765
Bachelors,2015,Bangalore,3,30,Female,No,1,1,2148
Bachelors,2013,Bangalore,3,25,Female,No,3,1,1671
Bachelors,2013,Bangalore,1,27,Female,No,5,0,1891
Masters,2015,New Delhi,3,26,Male,No,4,1,1900
Bachelors,2015,Pune,2,35,Female,Yes,4,1,3083
Bachelors,2012,Bangalore,3,39,Male,No,3,0,3391
Bachelors,2016,Pune,2,32,Female,No,0,1,3152
Bachelors,2015,Bangalore,3,31,Male,No,2,0,3866
Masters,2017,New Delhi,3,40,Male,No,2,0,4578
Bachelors,2015,Bangalore,2,32,Female,No,2,1,3123
Bachelors,2017,Bangalore,3,29,Male,No,1,0,2289
Bachelors,2015,Pune,2,28,Female,No,2,1,1122
Bachelors,2015,Pune,2,26,Female,Yes,4,1,414
Masters,2017,New Delhi,3,28,Male,No,5,0,1359
Masters,2013,New Delhi,2,27,Female,No,5,1,834
Bachelors,2014,Bangalore,3,27,Male,Yes,5,0,1485
Bachelors,2012,Pune,3,24,Male,No,2,0,840
Bachelors,2015,Bangalore,3,29,Male,No,1,0,2610
Bachelors,2013,Pune,1,23,Female,No,1,1,4543
Bachelors,2017,Pune,2,27,Female,No,5,1,2583
Masters,2017,New Delhi,2,26,Male,No,4,0,873
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,1118
PHD,2013,New Delhi,3,24,Male,No,2,0,1248
Bachelors,2017,Pune,2,28,Male,No,1,1,1395
PHD,2013,Bangalore,3,24,Male,No,2,0,4624
Bachelors,2012,New Delhi,3,25,Female,No,3,0,1915
Bachelors,2013,Bangalore,3,36,Male,No,0,0,4600
Bachelors,2014,Bangalore,1,28,Female,No,5,0,2969
Bachelors,2017,New Delhi,2,27,Female,No,5,0,4041
Bachelors,2014,Bangalore,3,35,Female,No,2,0,3509
Bachelors,2016,New Delhi,3,26,Female,No,4,0,2205
Bachelors,2013,Bangalore,3,31,Female,Yes,3,1,3109
Masters,2017,New Delhi,2,24,Male,No,2,1,1258
Bachelors,2015,Pune,2,27,Female,No,5,1,2125
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,2304
Masters,2017,New Delhi,2,27,Female,No,5,0,286
Bachelors,2016,Bangalore,3,39,Female,No,1,0,3093
Masters,2017,New Delhi,1,40,Male,No,5,0,3104
Bachelors,2017,New Delhi,2,26,Female,No,4,0,2957
Bachelors,2015,New Delhi,3,24,Female,No,2,0,364
Bachelors,2018,Bangalore,3,41,Female,No,2,1,3473
Bachelors,2016,Bangalore,3,31,Male,No,0,0,4297
Masters,2017,New Delhi,2,30,Male,No,1,0,2277
Bachelors,2012,Bangalore,3,25,Male,No,3,0,469
Bachelors,2015,Pune,2,27,Female,Yes,5,1,227
Bachelors,2017,Bangalore,3,26,Male,No,4,0,2838
Bachelors,2016,Pune,3,28,Male,No,1,0,787
PHD,2013,New Delhi,3,27,Female,No,5,1,1500
Bachelors,2014,Bangalore,3,28,Male,No,2,0,4007
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,1331
Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,2691
Bachelors,2012,Bangalore,3,24,Male,No,2,0,167
Masters,2017,New Delhi,2,28,Female,No,1,1,2397
Bachelors,2014,Bangalore,3,25,Male,No,3,0,892
Bachelors,2017,Bangalore,2,37,Male,No,2,1,3365
Bachelors,2015,Bangalore,3,26,Female,No,4,1,4178
Bachelors,2015,Pune,3,24,Male,No,2,0,1325
Bachelors,2015,Pune,1,30,Female,No,0,1,2641
Bachelors,2018,New Delhi,3,27,Female,No,5,1,2038
Bachelors,2013,Pune,2,24,Female,No,2,1,974
Bachelors,2016,Bangalore,3,36,Female,No,5,1,3159
Bachelors,2014,Bangalore,3,28,Male,No,4,0,1026
Bachelors,2017,New Delhi,2,40,Female,No,3,0,4440
Bachelors,2014,Bangalore,3,30,Male,No,4,0,4614
Bachelors,2017,Bangalore,3,33,Female,No,4,1,3835
Bachelors,2013,Pune,3,28,Male,No,0,0,2953
Masters,2018,Pune,3,25,Male,No,3,1,565
Bachelors,2012,Bangalore,3,36,Male,No,2,0,3022
Bachelors,2016,Bangalore,3,26,Male,No,4,0,1255
Bachelors,2015,Bangalore,3,30,Male,Yes,3,0,2824
Bachelors,2015,Bangalore,3,38,Male,No,4,0,3107
Bachelors,2015,Pune,2,23,Female,Yes,1,1,4273
Bachelors,2017,Bangalore,3,24,Male,No,2,0,972
Bachelors,2018,Bangalore,3,29,Male,No,1,1,2963
Masters,2013,New Delhi,2,25,Male,No,3,1,412
Bachelors,2012,Bangalore,3,26,Male,No,4,0,2131
Bachelors,2013,Pune,2,30,Male,No,1,1,2669
Masters,2017,Bangalore,2,26,Male,Yes,4,1,2130
Bachelors,2017,Pune,2,38,Female,No,0,0,3030
Bachelors,2015,Pune,2,24,Female,No,2,1,609
Bachelors,2017,Bangalore,3,34,Male,No,3,1,3177
Bachelors,2015,Pune,3,25,Female,No,3,1,1056
Bachelors,2018,Pune,3,28,Male,No,1,1,2283
Bachelors,2015,Pune,2,28,Female,No,0,1,2899
Bachelors,2012,Bangalore,3,27,Male,No,5,0,1791
Bachelors,2017,Bangalore,3,24,Female,No,2,0,4565
Bachelors,2017,Bangalore,3,36,Male,No,5,0,3048
Bachelors,2012,Bangalore,3,40,Male,No,4,0,3953
Bachelors,2015,Pune,2,28,Female,No,1,1,758
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,268
Bachelors,2016,Bangalore,3,26,Male,No,4,1,1659
Bachelors,2016,Bangalore,3,25,Male,No,3,0,541
Bachelors,2013,Pune,3,32,Male,No,2,0,3299
Bachelors,2013,Bangalore,2,24,Female,No,2,1,1762
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1,819
Bachelors,2017,New Delhi,3,38,Female,No,4,0,3664
Bachelors,2018,Bangalore,3,40,Male,No,1,1,66
Bachelors,2014,Bangalore,3,28,Male,No,2,0,370
Bachelors,2013,Bangalore,3,27,Female,No,5,0,1020
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1066
Bachelors,2013,Pune,3,26,Male,No,4,0,2390
Bachelors,2014,New Delhi,3,26,Male,No,4,0,1252
Bachelors,2016,Bangalore,3,30,Male,No,0,0,2611
Masters,2015,Pune,2,29,Female,No,2,0,2122
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,2341
Bachelors,2017,Bangalore,3,28,Male,No,3,0,2506
Bachelors,2014,New Delhi,3,40,Female,No,3,1,3445
Bachelors,2013,Pune,3,32,Male,No,2,0,4114
Bachelors,2014,Pune,3,25,Female,No,3,1,1280
Masters,2017,New Delhi,2,30,Male,No,1,0,2277
Masters,2014,Pune,3,39,Male,No,2,0,3855
Bachelors,2016,Pune,3,27,Male,No,5,0,4254
Bachelors,2012,Bangalore,3,41,Male,No,5,0,3290
Bachelors,2015,Bangalore,3,28,Male,No,2,0,2255
Bachelors,2015,Pune,3,41,Male,No,5,0,3010
Bachelors,2015,Bangalore,1,36,Male,No,1,0,3842
Masters,2017,New Delhi,2,26,Male,No,4,1,852
Masters,2015,New Delhi,3,28,Female,No,3,0,765
Masters,2017,Bangalore,1,26,Female,No,4,1,365
Bachelors,2015,Bangalore,3,24,Female,No,2,1,1288
Bachelors,2016,Pune,3,28,Male,No,3,0,1655
Masters,2017,New Delhi,3,34,Male,No,1,1,4488
Bachelors,2014,New Delhi,3,28,Female,No,3,0,2676
Bachelors,2018,Bangalore,3,32,Male,Yes,0,1,4103
Bachelors,2014,Bangalore,3,35,Female,No,2,1,3043
Bachelors,2018,New Delhi,3,24,Female,No,2,1,1539
Masters,2017,New Delhi,3,24,Female,No,2,1,163
Bachelors,2013,Bangalore,3,38,Male,No,0,0,3658
Bachelors,2016,Bangalore,3,28,Male,No,3,0,2777
Bachelors,2017,Pune,3,27,Male,Yes,5,0,1987
Masters,2013,New Delhi,3,27,Female,No,5,1,2413
Bachelors,2015,Pune,2,25,Female,No,3,1,382
Bachelors,2015,Bangalore,3,26,Male,No,4,0,1270
Bachelors,2015,New Delhi,3,40,Female,No,1,0,3795
Masters,2017,New Delhi,2,29,Male,No,1,0,2673
Masters,2018,Bangalore,3,39,Male,No,3,1,3079
